country,Total_vaccin,Nombre_vaccin_utilisé,Date
Ecuador,21165186,4,2021-10-10
"European Union",561506427,9,2021-10-10
France,96975034,4,2021-10-10
Germany,109291480,5,2021-10-10
Switzerland,10690625,3,2021-10-10
Ukraine,13683903,5,2021-10-10
Uruguay,5318941,3,2021-10-10
"Hong Kong",8820340,2,2021-10-10
Italy,86474295,4,2021-10-10
Latvia,1442931,3,2021-10-10
Peru,31207445,3,2021-10-10
Romania,10758900,4,2021-10-10
"South Korea",69100607,5,2021-10-10
"Hong Kong",8835784,2,2021-10-11
Italy,86657472,4,2021-10-11
Latvia,1713805,4,2021-10-11
Peru,31387721,3,2021-10-11
Romania,10810621,4,2021-10-11
"South Korea",69361055,5,2021-10-11
Argentina,55024369,6,2021-10-11
Chile,29596999,4,2021-10-11
Czechia,11936077,4,2021-10-11
Ecuador,21208003,4,2021-10-11
"European Union",561997200,9,2021-10-11
France,97116420,4,2021-10-11
Germany,109387524,5,2021-10-11
Switzerland,10716154,3,2021-10-11
Ukraine,13807133,5,2021-10-11
Uruguay,5322971,3,2021-10-11
Switzerland,10742239,3,2021-10-12
Ukraine,13959836,5,2021-10-12
"United States",403168121,3,2021-10-12
Uruguay,5326736,3,2021-10-12
"Hong Kong",8844296,2,2021-10-12
Italy,86847180,4,2021-10-12
Latvia,1725666,4,2021-10-12
Peru,31629605,3,2021-10-12
Romania,10869030,4,2021-10-12
"South Korea",70068759,5,2021-10-12
Argentina,55371122,6,2021-10-12
Chile,29720484,4,2021-10-12
Czechia,11945754,4,2021-10-12
Ecuador,21254562,4,2021-10-12
"European Union",562602955,9,2021-10-12
France,97272645,4,2021-10-12
Germany,109567399,5,2021-10-12
Argentina,55750356,6,2021-10-13
Chile,29831993,4,2021-10-13
Czechia,11956953,4,2021-10-13
Ecuador,21298743,4,2021-10-13
"European Union",563277556,9,2021-10-13
France,97449649,4,2021-10-13
Germany,109774100,5,2021-10-13
Switzerland,10775315,3,2021-10-13
Ukraine,14124223,5,2021-10-13
"United States",403961221,3,2021-10-13
Uruguay,5328860,3,2021-10-13
"Hong Kong",8284682,2,2021-10-13
Italy,87052395,4,2021-10-13
Latvia,1740022,4,2021-10-13
Peru,31858225,3,2021-10-13
Romania,10929156,4,2021-10-13
"South Korea",70538458,5,2021-10-13
"Hong Kong",8855880,2,2021-10-14
Italy,87277878,4,2021-10-14
Latvia,1754123,4,2021-10-14
Peru,32084159,3,2021-10-14
Romania,10997009,4,2021-10-14
"South Korea",71052642,5,2021-10-14
Argentina,56174208,6,2021-10-14
Chile,29914212,4,2021-10-14
Czechia,11969222,4,2021-10-14
Ecuador,21346159,4,2021-10-14
"European Union",563957458,9,2021-10-14
France,97601328,4,2021-10-14
Germany,109982617,5,2021-10-14
Switzerland,10804600,3,2021-10-14
Ukraine,14159120,5,2021-10-14
"United States",405029433,3,2021-10-14
Uruguay,5331625,3,2021-10-14
Switzerland,10840636,3,2021-10-15
Ukraine,14307558,5,2021-10-15
"United States",406153650,3,2021-10-15
Uruguay,5336207,3,2021-10-15
"Hong Kong",8875374,2,2021-10-15
Hungary,12374568,6,2021-10-15
Ireland,7429785,4,2021-10-15
Italy,87497556,4,2021-10-15
Latvia,1771830,4,2021-10-15
Liechtenstein,47872,3,2021-10-15
Lithuania,3301445,4,2021-10-15
Luxembourg,737835,4,2021-10-15
Malta,835242,4,2021-10-15
Netherlands,23863885,5,2021-10-15
Norway,7986634,4,2021-10-15
Peru,32326646,3,2021-10-15
Poland,36679117,4,2021-10-15
Portugal,15278047,6,2021-10-15
Romania,11070386,4,2021-10-15
Slovakia,4638553,4,2021-10-15
Slovenia,2142174,4,2021-10-15
"South Korea",71864633,5,2021-10-15
Spain,71219115,4,2021-10-15
Sweden,13776616,4,2021-10-15
Argentina,56599892,6,2021-10-15
Austria,11367258,5,2021-10-15
Belgium,17294103,5,2021-10-15
Bulgaria,2629316,4,2021-10-15
Chile,29972496,4,2021-10-15
Croatia,3567021,4,2021-10-15
Cyprus,1155228,4,2021-10-15
Czechia,11984334,4,2021-10-15
Denmark,8374672,4,2021-10-15
Ecuador,21396466,4,2021-10-15
Estonia,1471726,4,2021-10-15
"European Union",566453736,9,2021-10-15
Finland,7987609,4,2021-10-15
France,97814312,4,2021-10-15
Germany,110154247,5,2021-10-15
Argentina,56853456,6,2021-10-16
Chile,29974760,4,2021-10-16
Czechia,11987881,4,2021-10-16
Ecuador,21405209,4,2021-10-16
"European Union",566854289,9,2021-10-16
France,97926208,4,2021-10-16
Germany,110196048,5,2021-10-16
Switzerland,10858857,3,2021-10-16
Ukraine,14390358,5,2021-10-16
"United States",407027798,3,2021-10-16
Uruguay,5336274,3,2021-10-16
"Hong Kong",8893886,2,2021-10-16
Italy,87668885,4,2021-10-16
Latvia,1784491,4,2021-10-16
Peru,32675915,3,2021-10-16
Romania,11129705,4,2021-10-16
"South Korea",72284287,5,2021-10-16
"Hong Kong",8902068,2,2021-10-17
Italy,87772894,4,2021-10-17
Latvia,1789490,4,2021-10-17
Peru,32964936,3,2021-10-17
Romania,11171271,4,2021-10-17
"South Korea",72305811,5,2021-10-17
Argentina,56957016,6,2021-10-17
Chile,29974904,4,2021-10-17
Czechia,11103979,3,2021-10-17
Ecuador,21410061,4,2021-10-17
"European Union",567036716,9,2021-10-17
France,97938855,4,2021-10-17
Germany,110212857,5,2021-10-17
Switzerland,10860710,3,2021-10-17
Ukraine,14446255,5,2021-10-17
"United States",407845447,3,2021-10-17
Uruguay,5336277,3,2021-10-17
Switzerland,10884278,3,2021-10-18
Ukraine,14639324,5,2021-10-18
"United States",408376955,3,2021-10-18
Uruguay,5340765,3,2021-10-18
"Hong Kong",8914353,2,2021-10-18
Italy,87970168,4,2021-10-18
Latvia,1802693,4,2021-10-18
Peru,33171040,3,2021-10-18
Romania,11233327,4,2021-10-18
"South Korea",73009458,5,2021-10-18
Argentina,57379549,6,2021-10-18
Chile,30061706,4,2021-10-18
Czechia,12004588,4,2021-10-18
Ecuador,21448846,4,2021-10-18
"European Union",567552779,9,2021-10-18
France,98075408,4,2021-10-18
Germany,110305524,5,2021-10-18
Argentina,57802899,6,2021-10-19
Chile,30161548,4,2021-10-19
Czechia,12020224,4,2021-10-19
Ecuador,21492532,4,2021-10-19
"European Union",568162080,9,2021-10-19
France,98221832,4,2021-10-19
Germany,110483569,5,2021-10-19
Switzerland,10908559,3,2021-10-19
Ukraine,14865911,5,2021-10-19
"United States",409017035,3,2021-10-19
Uruguay,5343022,3,2021-10-19
"Hong Kong",8923721,2,2021-10-19
Italy,88156421,4,2021-10-19
Latvia,1816895,4,2021-10-19
Peru,33376852,3,2021-10-19
Romania,11302068,4,2021-10-19
"South Korea",73495881,5,2021-10-19
"Hong Kong",8931877,2,2021-10-20
Italy,88344537,4,2021-10-20
Latvia,1570118,3,2021-10-20
Peru,33558178,3,2021-10-20
Romania,11381627,4,2021-10-20
"South Korea",73893073,5,2021-10-20
Argentina,58216555,6,2021-10-20
Chile,30262943,4,2021-10-20
Czechia,12043173,4,2021-10-20
Ecuador,21690036,4,2021-10-20
"European Union",568856910,9,2021-10-20
France,98406217,4,2021-10-20
Germany,110688397,5,2021-10-20
Switzerland,10935685,3,2021-10-20
Ukraine,15117165,5,2021-10-20
"United States",409765935,3,2021-10-20
Uruguay,5343637,3,2021-10-20
Switzerland,10959320,3,2021-10-21
Ukraine,15386831,5,2021-10-21
"United States",410585819,3,2021-10-21
Uruguay,5345367,3,2021-10-21
"Hong Kong",8943377,2,2021-10-21
Italy,88536374,4,2021-10-21
Latvia,1847880,4,2021-10-21
Peru,33725289,3,2021-10-21
Romania,11481003,4,2021-10-21
"South Korea",74367494,5,2021-10-21
Argentina,58635512,6,2021-10-21
Chile,30347672,4,2021-10-21
Czechia,12071907,4,2021-10-21
Ecuador,21827147,4,2021-10-21
"European Union",569554563,9,2021-10-21
France,98561087,4,2021-10-21
Germany,110895241,5,2021-10-21
Argentina,59098278,6,2021-10-22
Austria,11522944,5,2021-10-22
Belgium,17447284,5,2021-10-22
Bulgaria,2729216,4,2021-10-22
Chile,30432993,4,2021-10-22
Croatia,3603857,4,2021-10-22
Cyprus,1165470,4,2021-10-22
Czechia,12104907,4,2021-10-22
Denmark,8466431,4,2021-10-22
Ecuador,21956630,4,2021-10-22
Estonia,1499337,4,2021-10-22
"European Union",572338677,9,2021-10-22
Finland,8099807,4,2021-10-22
France,98766313,4,2021-10-22
Germany,111055934,5,2021-10-22
Switzerland,10985876,3,2021-10-22
Ukraine,15676299,5,2021-10-22
"United States",411535525,3,2021-10-22
Uruguay,5349222,3,2021-10-22
"Hong Kong",8958394,2,2021-10-22
Hungary,12509675,6,2021-10-22
Ireland,7501236,4,2021-10-22
Italy,88717019,4,2021-10-22
Latvia,1603153,3,2021-10-22
Liechtenstein,48921,3,2021-10-22
Lithuania,3341784,4,2021-10-22
Luxembourg,746446,4,2021-10-22
Malta,843754,4,2021-10-22
Netherlands,23972252,5,2021-10-22
Norway,8025843,4,2021-10-22
Peru,33879037,3,2021-10-22
Poland,36993206,4,2021-10-22
Portugal,15431541,6,2021-10-22
Romania,11609017,4,2021-10-22
Slovakia,4679108,4,2021-10-22
Slovenia,2165469,4,2021-10-22
"South Korea",75073346,5,2021-10-22
Spain,71561797,4,2021-10-22
Sweden,13902193,4,2021-10-22
"Hong Kong",8972494,2,2021-10-23
Italy,88850742,4,2021-10-23
Latvia,1875244,4,2021-10-23
Peru,34139356,3,2021-10-23
Romania,11736326,4,2021-10-23
"South Korea",75459750,5,2021-10-23
Argentina,59314570,6,2021-10-23
Chile,30435646,4,2021-10-23
Czechia,12113111,4,2021-10-23
Ecuador,21973130,4,2021-10-23
"European Union",572775940,9,2021-10-23
France,98879655,4,2021-10-23
Germany,111100299,5,2021-10-23
Switzerland,11000840,3,2021-10-23
Ukraine,15854029,5,2021-10-23
"United States",412426950,3,2021-10-23
Uruguay,5349230,3,2021-10-23
Switzerland,11002547,3,2021-10-24
Ukraine,15955360,5,2021-10-24
"United States",413215100,3,2021-10-24
Uruguay,5349294,3,2021-10-24
"Hong Kong",8979445,2,2021-10-24
Italy,88918360,4,2021-10-24
Latvia,1878408,4,2021-10-24
Peru,34342810,3,2021-10-24
Romania,11846865,4,2021-10-24
"South Korea",75480347,5,2021-10-24
Argentina,59460169,6,2021-10-24
Chile,30435839,4,2021-10-24
Czechia,12118824,4,2021-10-24
Ecuador,21979057,4,2021-10-24
"European Union",572989097,9,2021-10-24
France,98891022,4,2021-10-24
Germany,111115055,5,2021-10-24
Argentina,59824318,6,2021-10-25
Chile,30549402,4,2021-10-25
Czechia,12151871,4,2021-10-25
Ecuador,22091381,4,2021-10-25
"European Union",573584823,9,2021-10-25
France,99035608,4,2021-10-25
Germany,111223346,5,2021-10-25
Switzerland,11019494,3,2021-10-25
Ukraine,16210280,5,2021-10-25
"United States",413871656,3,2021-10-25
Uruguay,5354053,3,2021-10-25
"Hong Kong",8990429,2,2021-10-25
Italy,89088454,4,2021-10-25
Latvia,1890168,4,2021-10-25
Peru,34466527,3,2021-10-25
Romania,11974813,4,2021-10-25
"South Korea",76001022,5,2021-10-25
"Hong Kong",9000068,2,2021-10-26
Italy,89259982,4,2021-10-26
Latvia,1641396,3,2021-10-26
Peru,34585253,3,2021-10-26
Romania,12125452,4,2021-10-26
"South Korea",76336331,5,2021-10-26
Argentina,60232437,6,2021-10-26
Chile,30676474,4,2021-10-26
Czechia,12188837,4,2021-10-26
Ecuador,22219102,4,2021-10-26
"European Union",574312494,9,2021-10-26
France,99181512,4,2021-10-26
Germany,111432976,5,2021-10-26
Switzerland,11037229,3,2021-10-26
Ukraine,16501573,5,2021-10-26
"United States",414581485,3,2021-10-26
Uruguay,5355771,3,2021-10-26
Switzerland,11057354,3,2021-10-27
Ukraine,16793558,5,2021-10-27
"United States",415722122,3,2021-10-27
Uruguay,5357149,3,2021-10-27
"Hong Kong",9008655,2,2021-10-27
Italy,89443416,4,2021-10-27
Latvia,1917506,4,2021-10-27
Peru,34699117,3,2021-10-27
Romania,12276387,4,2021-10-27
"South Korea",76685968,5,2021-10-27
Argentina,60559858,6,2021-10-27
Chile,30809970,4,2021-10-27
Czechia,12233037,4,2021-10-27
Ecuador,22347638,4,2021-10-27
"European Union",575133899,9,2021-10-27
France,99366999,4,2021-10-27
Germany,111675991,5,2021-10-27
Argentina,60911546,6,2021-10-28
Chile,30940634,4,2021-10-28
Czechia,12241186,4,2021-10-28
Ecuador,22475765,4,2021-10-28
"European Union",575874302,9,2021-10-28
France,99513783,4,2021-10-28
Germany,111925028,5,2021-10-28
Switzerland,11073719,3,2021-10-28
Ukraine,17082799,5,2021-10-28
"United States",417361492,3,2021-10-28
Uruguay,5358614,3,2021-10-28
"Hong Kong",9018556,2,2021-10-28
Italy,89639180,4,2021-10-28
Latvia,1931683,4,2021-10-28
Peru,34827312,3,2021-10-28
Romania,12402879,4,2021-10-28
"South Korea",77382724,5,2021-10-28
"Hong Kong",9028480,2,2021-10-29
Hungary,12653676,6,2021-10-29
Ireland,7551982,4,2021-10-29
Italy,89822562,4,2021-10-29
Latvia,1947861,4,2021-10-29
Liechtenstein,49359,3,2021-10-29
Lithuania,3386466,4,2021-10-29
Luxembourg,760502,4,2021-10-29
Malta,853275,4,2021-10-29
Netherlands,24084825,5,2021-10-29
Norway,8067485,4,2021-10-29
Peru,34957292,3,2021-10-29
Poland,37324569,4,2021-10-29
Portugal,15574811,6,2021-10-29
Romania,12522686,4,2021-10-29
Slovakia,3896949,3,2021-10-29
Slovenia,2188034,4,2021-10-29
"South Korea",78155796,5,2021-10-29
Spain,72198579,4,2021-10-29
Sweden,14042371,4,2021-10-29
Argentina,61235582,6,2021-10-29
Austria,11667742,5,2021-10-29
Belgium,17617363,5,2021-10-29
Bulgaria,2861059,4,2021-10-29
Chile,31056700,4,2021-10-29
Croatia,3662498,4,2021-10-29
Cyprus,1172371,4,2021-10-29
Czechia,12278563,4,2021-10-29
Denmark,8558522,4,2021-10-29
Ecuador,22586066,4,2021-10-29
Estonia,1545543,4,2021-10-29
"European Union",579115898,9,2021-10-29
Finland,8216958,4,2021-10-29
France,99713632,4,2021-10-29
Germany,112131963,5,2021-10-29
Switzerland,11094210,3,2021-10-29
Ukraine,17400008,5,2021-10-29
"United States",418586443,3,2021-10-29
Uruguay,5361488,3,2021-10-29
Switzerland,11102889,3,2021-10-30
Ukraine,17577773,5,2021-10-30
"United States",420221290,3,2021-10-30
Uruguay,5361584,3,2021-10-30
"Hong Kong",9037548,2,2021-10-30
Italy,89956836,4,2021-10-30
Latvia,1957110,4,2021-10-30
Peru,35267054,3,2021-10-30
Romania,12611562,4,2021-10-30
"South Korea",78554428,5,2021-10-30
Argentina,61364685,6,2021-10-30
Chile,31063366,4,2021-10-30
Czechia,12287864,4,2021-10-30
Ecuador,22594076,4,2021-10-30
"European Union",579514613,9,2021-10-30
France,99817422,4,2021-10-30
Germany,112185188,5,2021-10-30
Argentina,61514470,6,2021-10-31
Chile,31063889,4,2021-10-31
Czechia,12296149,4,2021-10-31
Ecuador,22597171,4,2021-10-31
"European Union",579678038,9,2021-10-31
France,99827268,4,2021-10-31
Germany,112201593,5,2021-10-31
Switzerland,11103538,3,2021-10-31
Ukraine,17695591,5,2021-10-31
"United States",421632193,3,2021-10-31
Uruguay,5361589,3,2021-10-31
"Hong Kong",9043850,2,2021-10-31
Italy,90017704,4,2021-10-31
Latvia,1698138,3,2021-10-31
Peru,35522397,3,2021-10-31
Romania,12676731,4,2021-10-31
"South Korea",78578922,5,2021-10-31
"Hong Kong",9052268,2,2021-11-01
Italy,77905009,3,2021-11-01
Latvia,1971299,4,2021-11-01
Peru,35626091,3,2021-11-01
Romania,12756911,4,2021-11-01
"South Korea",78816402,5,2021-11-01
Argentina,61812499,6,2021-11-01
Chile,31064616,4,2021-11-01
Czechia,12336333,4,2021-11-01
Ecuador,22599848,4,2021-11-01
"European Union",579942939,9,2021-11-01
France,99842761,4,2021-11-01
Germany,112266629,5,2021-11-01
Switzerland,11112754,3,2021-11-01
Ukraine,17968898,5,2021-11-01
"United States",422566999,3,2021-11-01
Uruguay,5364524,3,2021-11-01
Switzerland,11126301,3,2021-11-02
Ukraine,18279337,5,2021-11-02
"United States",423503687,3,2021-11-02
Uruguay,5364532,3,2021-11-02
"Hong Kong",9059813,2,2021-11-02
Italy,90238887,4,2021-11-02
Latvia,1985298,4,2021-11-02
Peru,35761757,3,2021-11-02
Romania,11986107,3,2021-11-02
"South Korea",79004008,5,2021-11-02
Argentina,62132647,6,2021-11-02
Chile,31184733,4,2021-11-02
Czechia,12380050,4,2021-11-02
Ecuador,22602509,4,2021-11-02
"European Union",580620600,9,2021-11-02
France,100001297,4,2021-11-02
Germany,112481105,5,2021-11-02
Argentina,62481910,6,2021-11-03
Chile,31299770,4,2021-11-03
Czechia,12430649,4,2021-11-03
Ecuador,22606316,4,2021-11-03
"European Union",581453364,9,2021-11-03
France,100197451,4,2021-11-03
Germany,112772798,5,2021-11-03
Switzerland,11141747,3,2021-11-03
Ukraine,18578609,5,2021-11-03
"United States",424831642,3,2021-11-03
Uruguay,5366753,3,2021-11-03
"Hong Kong",9062612,2,2021-11-03
Italy,78269769,3,2021-11-03
Latvia,2000869,4,2021-11-03
Peru,35931634,3,2021-11-03
Romania,12068605,3,2021-11-03
"South Korea",79203132,5,2021-11-03
"Hong Kong",9071157,2,2021-11-04
Italy,90638504,4,2021-11-04
Latvia,1753801,3,2021-11-04
Peru,36174121,3,2021-11-04
Romania,12151219,3,2021-11-04
"South Korea",79433703,5,2021-11-04
Argentina,62840527,6,2021-11-04
Chile,31406444,4,2021-11-04
Czechia,12483309,4,2021-11-04
Ecuador,22692858,4,2021-11-04
"European Union",582276224,9,2021-11-04
France,100366026,4,2021-11-04
Germany,113073624,5,2021-11-04
Switzerland,11154334,3,2021-11-04
Ukraine,18848929,5,2021-11-04
"United States",426284249,3,2021-11-04
Uruguay,5368722,3,2021-11-04
Switzerland,11171056,3,2021-11-05
Ukraine,19127846,5,2021-11-05
"United States",427552656,3,2021-11-05
Uruguay,5372682,3,2021-11-05
"Hong Kong",9080840,2,2021-11-05
Hungary,12834099,6,2021-11-05
Ireland,7638224,4,2021-11-05
Italy,78689475,3,2021-11-05
Latvia,2032294,4,2021-11-05
Liechtenstein,49762,3,2021-11-05
Lithuania,3425848,4,2021-11-05
Luxembourg,773305,4,2021-11-05
Malta,860232,4,2021-11-05
Netherlands,24209972,5,2021-11-05
Norway,8143842,4,2021-11-05
Peru,36467645,3,2021-11-05
Poland,37705891,5,2021-11-05
Portugal,15704210,6,2021-11-05
Romania,12241148,3,2021-11-05
Slovakia,3989936,3,2021-11-05
Slovenia,2242050,4,2021-11-05
"South Korea",79726946,5,2021-11-05
Spain,72992591,4,2021-11-05
Sweden,14159680,4,2021-11-05
Argentina,63150692,6,2021-11-05
Austria,11929294,5,2021-11-05
Belgium,17749545,5,2021-11-05
Bulgaria,2966493,4,2021-11-05
Chile,31500917,4,2021-11-05
Croatia,3741606,4,2021-11-05
Cyprus,1181929,4,2021-11-05
Czechia,12541579,4,2021-11-05
Denmark,8646907,4,2021-11-05
Ecuador,22796895,4,2021-11-05
Estonia,1599946,4,2021-11-05
"European Union",585981493,9,2021-11-05
Finland,8306157,4,2021-11-05
France,100592603,4,2021-11-05
Germany,113331350,5,2021-11-05
Argentina,63317251,6,2021-11-06
Chile,31507979,4,2021-11-06
Czechia,12555915,4,2021-11-06
Ecuador,22807270,4,2021-11-06
"European Union",586423010,9,2021-11-06
France,100713388,4,2021-11-06
Germany,113403326,5,2021-11-06
Switzerland,11179826,3,2021-11-06
Ukraine,19259252,5,2021-11-06
"United States",428960066,3,2021-11-06
Uruguay,5372802,3,2021-11-06
"Hong Kong",9091437,2,2021-11-06
Italy,78842495,3,2021-11-06
Latvia,2042523,4,2021-11-06
Peru,36892077,3,2021-11-06
Romania,12312319,3,2021-11-06
"South Korea",79858062,5,2021-11-06
"Hong Kong",9097758,2,2021-11-07
Italy,78909694,3,2021-11-07
Latvia,2046131,4,2021-11-07
Peru,37205806,3,2021-11-07
Romania,12369020,3,2021-11-07
"South Korea",79865460,5,2021-11-07
Argentina,63444791,6,2021-11-07
Chile,31508397,4,2021-11-07
Czechia,12565404,4,2021-11-07
Ecuador,22811457,4,2021-11-07
"European Union",586604294,9,2021-11-07
France,100725185,4,2021-11-07
Germany,113435816,5,2021-11-07
Switzerland,11180311,3,2021-11-07
Ukraine,19344335,5,2021-11-07
"United States",430398840,3,2021-11-07
Uruguay,5372804,3,2021-11-07
Switzerland,11195567,3,2021-11-08
Ukraine,19584775,5,2021-11-08
"United States",431520890,3,2021-11-08
Uruguay,5374437,3,2021-11-08
"Hong Kong",9106268,2,2021-11-08
Italy,91276151,4,2021-11-08
Latvia,2059392,4,2021-11-08
Peru,37409713,3,2021-11-08
Romania,12438920,3,2021-11-08
"South Korea",80331257,5,2021-11-08
Argentina,63694175,6,2021-11-08
Chile,31575048,4,2021-11-08
Czechia,12610095,4,2021-11-08
Ecuador,22905479,4,2021-11-08
"European Union",587292715,9,2021-11-08
France,100910416,4,2021-11-08
Germany,113610065,5,2021-11-08
Argentina,64045422,6,2021-11-09
Chile,31656488,4,2021-11-09
Czechia,12655753,4,2021-11-09
Ecuador,23006933,4,2021-11-09
"European Union",588196676,9,2021-11-09
France,101139051,4,2021-11-09
Germany,113949847,5,2021-11-09
Switzerland,11214260,3,2021-11-09
Ukraine,19852176,5,2021-11-09
"United States",432707784,3,2021-11-09
Uruguay,5377116,3,2021-11-09
"Hong Kong",9113438,2,2021-11-09
Italy,91483513,4,2021-11-09
Latvia,1812111,3,2021-11-09
Peru,37629227,3,2021-11-09
Romania,12506794,3,2021-11-09
"South Korea",80605231,5,2021-11-09
"Hong Kong",9115362,2,2021-11-10
Italy,91701160,4,2021-11-10
Latvia,2089376,4,2021-11-10
Peru,37837414,3,2021-11-10
Romania,12578399,3,2021-11-10
"South Korea",80878007,5,2021-11-10
Argentina,64413620,6,2021-11-10
Chile,31733637,4,2021-11-10
Czechia,12703692,4,2021-11-10
Ecuador,23112847,4,2021-11-10
"European Union",589221973,9,2021-11-10
France,101412227,4,2021-11-10
Germany,114349443,5,2021-11-10
Switzerland,11237052,3,2021-11-10
Ukraine,20129273,5,2021-11-10
"United States",434036095,3,2021-11-10
Uruguay,5379426,3,2021-11-10
Switzerland,11260199,3,2021-11-11
Ukraine,20408409,5,2021-11-11
Uruguay,5382114,3,2021-11-11
"Hong Kong",9139708,2,2021-11-11
Italy,91920103,4,2021-11-11
Latvia,2104601,4,2021-11-11
Peru,38030486,3,2021-11-11
Romania,12660550,3,2021-11-11
"South Korea",81160122,5,2021-11-11
Argentina,64794892,6,2021-11-11
Chile,31806296,4,2021-11-11
Czechia,12751625,4,2021-11-11
Ecuador,23217966,4,2021-11-11
"European Union",590022498,9,2021-11-11
France,101435445,4,2021-11-11
Germany,114762498,5,2021-11-11
Argentina,65189806,6,2021-11-12
Austria,12425394,5,2021-11-12
Belgium,17910258,5,2021-11-12
Bulgaria,3070993,4,2021-11-12
Chile,31872155,4,2021-11-12
Croatia,3902618,4,2021-11-12
Cyprus,1196406,4,2021-11-12
Czechia,12806095,4,2021-11-12
Denmark,8762475,4,2021-11-12
Ecuador,23313709,4,2021-11-12
Estonia,1642879,4,2021-11-12
"European Union",595096875,9,2021-11-12
Finland,8393929,4,2021-11-12
France,101703329,4,2021-11-12
Germany,115094263,5,2021-11-12
Switzerland,11288545,3,2021-11-12
Ukraine,20708263,5,2021-11-12
"United States",436897784,3,2021-11-12
Uruguay,5386950,3,2021-11-12
"Hong Kong",9159582,2,2021-11-12
Hungary,13094100,6,2021-11-12
Ireland,7806064,4,2021-11-12
Italy,92143876,4,2021-11-12
Latvia,2119273,4,2021-11-12
Liechtenstein,50081,3,2021-11-12
Lithuania,3489074,4,2021-11-12
Luxembourg,785541,4,2021-11-12
Malta,880032,4,2021-11-12
